地块ID,果树品种,病虫害类型,风险等级,THI_温湿胁迫,BTM_生物威胁动量,PRI_抗药性预警,平均气温,相对湿度,降水量,日照时数,土壤湿度,风速,近7天病株数,近7天虫口密度,近30天用药次数,LWI_光水滋养,风险概率_等级0,风险概率_等级1,风险概率_等级2,预测风险等级,预测风险标签,最大风险概率,风险等级编码,BTM_raw,POSI,POSI_病株,POSI_日照,POSI_降水,POSI_虫口,POSI_湿度,POSI_PRI,POSI_LWI,在防治窗口内
F165,苹果,3,高,2335.2,14.7,2.94,27.8,84,21.4,3.6,37,2.3,7,7.7,4,77.04,0.009844017800235867,0.020790551261395868,0.9693654309383682,2,高,0.9693654309383682,2,14.7,0.7091945688691146,0.7310585786300049,0.6000000000000001,0.8171428571428572,0.7941296281990528,0.835270211411272,0.25380710659898476,0.6000000000000001,True
F166,梨,1,低,1753.8,3.4,1.13,23.7,74,9.3,6.1,30,1.5,1,2.4,2,56.73,0.9690768260461342,0.021608968868268665,0.009314205085597035,0,低,0.9690768260461342,0,3.4,0.4251664965724038,0.11920292202211755,1.0,1.0,0.2141650169574414,0.9977802450856064,0.4694835680751174,1.0,False
F167,柑橘,2,中,2004.6,7.8,2.6,25.7,78,15.6,4.7,33,1.9,3,4.8,2,73.32,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,7.8,0.476938887417163,0.2689414213699951,0.7833333333333333,0.9828571428571429,0.47502081252106,0.9801986733067553,0.2777777777777778,0.7833333333333333,False
F168,桃,0,低,1462.0,0.9,0.45,21.5,68,4.5,7.3,27,1.1,0,0.9,1,32.85,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,0.9,0.4040643861188754,0.07585818002124355,1.0,1.0,0.11405238127979088,0.8968300597468688,0.6896551724137931,1.0,False
F169,苹果,3,高,2214.0,12.7,3.18,27.0,82,20.0,4.0,36,2.2,6,6.7,3,80.0,0.00990652879257998,0.023331489781429383,0.9667619814259906,2,高,0.9667619814259906,2,12.7,0.6581450742177145,0.6224593312018546,0.6666666666666667,0.8571428571428572,0.700567142473973,0.8968300597468688,0.23923444976076558,0.6666666666666667,True
F170,梨,2,中,1877.2,5.7,1.9,24.7,76,12.4,5.2,32,1.7,2,3.7,2,64.48,0.01309983137993964,0.9741048883254468,0.012795280294613444,1,中,0.9741048883254468,1,5.7,0.44058879390384537,0.18242552380635635,0.8666666666666667,1.0,0.3429895373265012,0.9977802450856064,0.3448275862068966,0.8666666666666667,False
F171,柑橘,0,低,1305.6,0.3,0.15,20.4,64,2.3,8.0,25,0.8,0,0.3,1,18.4,0.9675896361944242,0.022924067273381938,0.009486296532193964,0,低,0.9675896361944242,0,0.3,0.4075286442217132,0.07585818002124355,1.0,1.0,0.08706577244027125,0.7642281651714904,0.8695652173913044,1.0,False
F172,桃,1,低,1684.8,3.5,1.17,23.4,72,8.8,6.2,30,1.4,1,2.5,2,54.56,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,3.5,0.42427411831065825,0.11920292202211755,1.0,1.0,0.22270013882530884,0.9801986733067553,0.4608294930875576,1.0,False
F173,苹果,3,高,2496.9,19.2,3.2,28.7,87,24.4,3.0,40,2.6,10,9.2,5,73.2,0.010468950085329946,0.021464673492934846,0.9680663764217352,2,高,0.9680663764217352,2,19.2,0.7985846643975948,0.9241418199787566,0.5,0.7314285714285715,0.8909031788043871,0.7261490370736909,0.23809523809523808,0.5,True
F174,梨,0,低,1575.0,1.4,0.7,22.5,70,6.6,7.0,28,1.2,0,1.4,1,46.2,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.4,0.4013355180916602,0.07585818002124355,1.0,1.0,0.14185106490048777,0.9459594689067654,0.5882352941176471,1.0,False
F175,柑橘,2,中,2096.0,11.1,2.78,26.2,80,17.6,4.2,35,2.0,5,6.1,3,73.92,0.013015396744215285,0.9737648979302302,0.013219705325554297,1,中,0.9737648979302302,1,11.1,0.5994175408907827,0.5,0.7,0.9257142857142857,0.6341355910108007,0.9459594689067654,0.2645502645502646,0.7,True
F176,桃,2,中,1963.5,7.7,2.57,25.5,77,14.5,4.9,33,1.8,3,4.7,2,71.05,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,7.7,0.4848361782046576,0.2689414213699951,0.8166666666666668,1.0,0.46257015465625045,0.9911505004882849,0.2801120448179272,0.8166666666666668,False
F177,苹果,0,低,1427.1,0.7,0.35,21.3,67,3.7,7.7,26,1.0,0,0.7,1,28.49,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,0.7,0.405297986282584,0.07585818002124355,1.0,1.0,0.10433122311900131,0.8674284731834108,0.7407407407407407,1.0,False
F178,梨,3,高,2257.6,13.3,3.32,27.2,83,20.7,3.9,37,2.2,6,7.3,3,80.73,0.009987083016618792,0.021025061958576303,0.968987855024805,2,高,0.968987855024805,2,13.3,0.6513974995811724,0.6224593312018546,0.6499999999999999,0.8371428571428572,0.759510916949111,0.8674284731834108,0.23148148148148145,0.6499999999999999,True
F179,柑橘,1,低,1679.0,3.8,1.27,23.0,73,9.4,5.7,30,1.5,1,2.8,2,53.58,0.9625160692319071,0.028170170340153008,0.00931376042793976,0,低,0.9625160692319071,0,3.8,0.4166118969528353,0.11920292202211755,0.9500000000000001,1.0,0.24973989440488234,0.9911505004882849,0.44052863436123346,0.9500000000000001,False
F180,桃,1,低,1867.5,4.3,1.43,24.9,75,11.4,5.5,31,1.6,1,3.3,2,62.7,0.9656802564157503,0.024778828855110496,0.009540914729139247,0,低,0.9656802564157503,0,4.3,0.4109078158607714,0.11920292202211755,0.9166666666666666,1.0,0.29943285752602705,1.0,0.41152263374485604,0.9166666666666666,False
F181,苹果,1,中,1824.0,5.6,1.87,24.0,76,11.9,5.2,31,1.7,2,3.6,2,61.88,0.046897838454731625,0.9065027767091376,0.04659938483613099,1,中,0.9065027767091376,1,5.6,0.4407384808162945,0.18242552380635635,0.8666666666666667,1.0,0.3318122278318339,0.9977802450856064,0.3484320557491289,0.8666666666666667,False
F182,梨,3,高,2146.5,11.6,2.9,26.5,81,18.8,4.1,35,2.1,5,6.6,3,77.08,0.0103473786696678,0.02632218724321695,0.9633304340871152,2,高,0.9633304340871152,2,11.6,0.5906009871978838,0.5,0.6833333333333333,0.8914285714285715,0.6899744811276125,0.9231163463866358,0.25641025641025644,0.6833333333333333,True
F183,柑橘,0,低,1366.2,0.6,0.3,20.7,66,2.9,7.8,26,1.0,0,0.6,1,22.62,0.9630526148919965,0.02777063676201102,0.009176748345992313,0,低,0.9630526148919965,0,0.6,0.40550847927498257,0.07585818002124355,1.0,1.0,0.09975048911968513,0.835270211411272,0.7692307692307692,1.0,False
F184,桃,0,低,1611.7,1.8,0.9,22.7,71,7.8,6.6,29,1.3,0,1.8,1,51.48,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,1.8,0.3993398777134706,0.07585818002124355,1.0,1.0,0.16798161486607552,0.9650691177896804,0.5263157894736842,1.0,False
F185,苹果,2,中,2046.1,9.2,2.3,25.9,79,15.9,4.6,34,1.9,4,5.2,3,73.14,0.01309983137993964,0.9741048883254468,0.012795280294613444,1,中,0.9741048883254468,1,9.2,0.5419419206192223,0.3775406687981454,0.7666666666666666,0.9742857142857143,0.52497918747894,0.9650691177896804,0.30303030303030304,0.7666666666666666,False
F186,梨,1,低,1790.8,3.8,1.27,24.2,74,10.1,6.0,30,1.5,1,2.8,2,60.6,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,3.8,0.4239630150963183,0.11920292202211755,1.0,1.0,0.24973989440488234,0.9977802450856064,0.44052863436123346,1.0,False
F187,柑橘,3,高,2301.6,14.8,2.96,27.4,84,21.2,3.7,37,2.3,7,7.8,4,78.44,0.009982185791378446,0.0264898006179999,0.9635280135906217,2,高,0.9635280135906217,2,14.8,0.7124254423200733,0.7310585786300049,0.6166666666666667,0.8228571428571428,0.8021838885585817,0.835270211411272,0.25252525252525254,0.6166666666666667,True
F188,桃,0,低,1504.2,1.3,0.65,21.8,69,5.2,7.1,28,1.2,0,1.3,1,36.92,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,1.3,0.4013846717421338,0.07585818002124355,1.0,1.0,0.13587289700909427,0.9231163463866358,0.6060606060606061,1.0,False
F189,苹果,3,高,2405.5,16.3,3.26,28.3,85,23.0,3.4,38,2.4,8,8.3,4,78.2,0.010036954609378543,0.021148485194153376,0.968814560196468,2,高,0.968814560196468,2,16.3,0.7496722389760885,0.8175744761936437,0.5666666666666667,0.7714285714285715,0.8388910504234147,0.8007374029168081,0.2347417840375587,0.5666666666666667,True
F190,梨,1,低,1677.6,3.3,1.1,23.3,72,8.5,6.3,29,1.4,1,2.3,2,53.55,0.9690768260461342,0.021608968868268665,0.009314205085597035,0,低,0.9690768260461342,0,3.3,0.42491262055658774,0.11920292202211755,1.0,1.0,0.20587037180094733,0.9801986733067553,0.47619047619047616,1.0,False
F191,柑橘,2,中,2004.6,7.6,2.53,25.7,78,14.8,4.8,33,1.8,3,4.6,2,71.04,0.01309983137993964,0.9741048883254468,0.012795280294613444,1,中,0.9741048883254468,1,7.6,0.4822527302409128,0.2689414213699951,0.7999999999999999,1.0,0.45016600268752205,0.9801986733067553,0.28328611898017,0.7999999999999999,False
F192,桃,0,低,1365.0,0.5,0.25,21.0,65,2.5,7.9,25,0.9,0,0.5,1,19.75,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,0.5,0.4057418241012593,0.07585818002124355,1.0,1.0,0.09534946489910949,0.8007374029168081,0.8,1.0,False
F193,苹果,1,低,1845.0,4.1,1.37,24.6,75,11.3,5.6,31,1.6,1,3.1,2,63.28,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,4.1,0.4137241156389922,0.11920292202211755,0.9333333333333332,1.0,0.27888482197713693,1.0,0.42194092827004215,0.9333333333333332,False
F194,梨,3,高,2290.8,13.4,3.35,27.6,83,21.0,3.8,37,2.2,6,7.4,3,79.8,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,13.4,0.6475969493681091,0.6224593312018546,0.6333333333333333,0.8285714285714285,0.7685247834990178,0.8674284731834108,0.2298850574712644,0.6333333333333333,True
F195,柑橘,0,低,1561.0,1.7,0.85,22.3,70,7.1,6.8,28,1.2,0,1.7,1,48.28,0.9658613564573703,0.024792512534315695,0.009346131008314043,0,低,0.9658613564573703,0,1.7,0.3993523831415354,0.07585818002124355,1.0,1.0,0.16110894957658525,0.9459594689067654,0.5405405405405405,1.0,False
F196,桃,2,中,2128.0,10.9,2.72,26.6,80,17.5,4.2,35,2.0,5,5.9,3,73.5,0.013095011726040122,0.9737464983364927,0.01315848993746701,1,中,0.9737464983364927,1,10.9,0.6000448455982569,0.5,0.7,0.9285714285714286,0.610639233949222,0.9459594689067654,0.26881720430107525,0.7,True
F197,苹果,0,低,1496.0,1.1,0.55,22.0,68,4.9,7.2,27,1.1,0,1.1,1,35.28,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.1,0.4022141997623648,0.07585818002124355,1.0,1.0,0.12455335818741645,0.8968300597468688,0.6451612903225806,1.0,False
F198,梨,2,中,1948.1,6.0,2.0,25.3,77,13.8,5.0,32,1.7,2,4.0,2,69.0,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,6.0,0.4351437424204891,0.18242552380635635,0.8333333333333334,1.0,0.3775406687981454,0.9911505004882849,0.3333333333333333,0.8333333333333334,False
F199,柑橘,1,低,1722.8,3.7,1.23,23.6,73,9.2,5.8,30,1.5,1,2.7,2,53.36,0.9625160692319071,0.028170170340153008,0.00931376042793976,0,低,0.9625160692319071,0,3.7,0.4193237606717732,0.11920292202211755,0.9666666666666667,1.0,0.24048908305088898,0.9911505004882849,0.4484304932735426,0.9666666666666667,False
F200,桃,3,高,2459.6,17.6,3.52,28.6,86,23.6,3.2,39,2.5,9,8.6,4,75.52,0.009929617984807609,0.021055163991916082,0.9690152180232763,2,高,0.9690152180232763,2,17.6,0.7802076717383275,0.8807970779778823,0.5333333333333334,0.7542857142857142,0.8581489350995123,0.7642281651714904,0.22123893805309736,0.5333333333333334,True
F201,苹果,2,中,2162.7,11.6,2.9,26.7,81,18.5,4.0,36,2.1,5,6.6,3,74.0,0.013096223487602697,0.9406685346588107,0.0462352418535866,1,中,0.9406685346588107,1,11.6,0.5895684736546188,0.5,0.6666666666666667,0.9,0.6899744811276125,0.9231163463866358,0.25641025641025644,0.6666666666666667,True
F202,梨,0,低,1379.4,0.9,0.45,20.9,66,3.2,7.5,26,1.0,0,0.9,1,24.0,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,0.9,0.40219940647105545,0.07585818002124355,1.0,1.0,0.11405238127979088,0.835270211411272,0.6896551724137931,1.0,False
F203,柑橘,1,中,1830.0,5.5,1.83,24.4,75,12.1,5.3,31,1.6,2,3.5,2,64.13,0.039989918482970975,0.9205341027716217,0.03947597874540708,1,中,0.9205341027716217,1,5.5,0.4433937527402642,0.18242552380635635,0.8833333333333333,1.0,0.320821300824607,1.0,0.35335689045936397,0.8833333333333333,False
F204,桃,0,低,1633.0,2.1,1.05,23.0,71,8.1,6.5,29,1.3,0,2.1,1,52.65,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,2.1,0.39773872819523176,0.07585818002124355,1.0,1.0,0.19000156601531298,0.9650691177896804,0.48780487804878053,1.0,False
F205,苹果,3,高,2343.6,14.9,2.98,27.9,84,21.5,3.6,37,2.3,7,7.9,4,77.4,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,14.9,0.7086384870986399,0.7310585786300049,0.6000000000000001,0.8142857142857143,0.8099984339846871,0.835270211411272,0.25125628140703515,0.6000000000000001,True
F206,梨,1,低,1761.2,3.5,1.17,23.8,74,9.4,6.1,30,1.5,1,2.5,2,57.34,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,3.5,0.4248067588942655,0.11920292202211755,1.0,1.0,0.22270013882530884,0.9977802450856064,0.4608294930875576,1.0,False
F207,柑橘,2,中,2012.4,7.9,2.63,25.8,78,15.8,4.7,33,1.9,3,4.9,2,74.26,0.012713990965967604,0.9734099719398519,0.013876037094180609,1,中,0.9734099719398519,1,7.9,0.47594304854999553,0.2689414213699951,0.7833333333333333,0.9771428571428571,0.48750260351578967,0.9801986733067553,0.27548209366391185,0.7833333333333333,False
F208,桃,0,低,1468.8,1.0,0.5,21.6,68,4.6,7.3,27,1.1,0,1.0,1,33.58,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.0,0.40310845124197325,0.07585818002124355,1.0,1.0,0.11920292202211755,0.8968300597468688,0.6666666666666666,1.0,False
F209,苹果,3,高,2222.2,12.8,3.2,27.1,82,20.1,4.0,36,2.2,6,6.8,3,80.4,0.00990942377366411,0.023046078319781498,0.9670444979065544,2,高,0.9670444979065544,2,12.8,0.6576475929159574,0.6224593312018546,0.6666666666666667,0.8542857142857142,0.7109495026250039,0.8968300597468688,0.23809523809523808,0.6666666666666667,True
F210,梨,2,中,1884.8,5.8,1.93,24.8,76,12.6,5.2,32,1.7,2,3.8,2,65.52,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,5.8,0.4404421800130729,0.18242552380635635,0.8666666666666667,1.0,0.35434369377420455,0.9977802450856064,0.3412969283276451,0.8666666666666667,False
F211,柑橘,0,低,1312.0,0.4,0.2,20.5,64,2.4,8.0,25,0.8,0,0.4,1,19.2,0.9675896361944242,0.022924067273381938,0.009486296532193964,0,低,0.9675896361944242,0,0.4,0.40602193006354115,0.07585818002124355,1.0,1.0,0.09112296101485616,0.7642281651714904,0.8333333333333334,1.0,False
F212,桃,1,低,1692.0,3.6,1.2,23.5,72,8.9,6.2,30,1.4,1,2.6,2,55.18,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,3.6,0.4240129490006834,0.11920292202211755,1.0,1.0,0.23147521650098238,0.9801986733067553,0.45454545454545453,1.0,False
F213,苹果,3,高,2505.6,19.3,3.22,28.8,87,24.5,3.0,40,2.6,10,9.3,5,73.5,0.010043930495380033,0.02165666774161575,0.9682994017630043,2,高,0.9682994017630043,2,19.3,0.7980875247315132,0.9241418199787566,0.5,0.7285714285714286,0.8956687768809987,0.7261490370736909,0.23696682464454974,0.5,True
F214,梨,0,低,1582.0,1.5,0.75,22.6,70,6.8,7.0,28,1.2,0,1.5,1,47.6,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.5,0.40063668782442396,0.07585818002124355,1.0,1.0,0.14804719803168948,0.9459594689067654,0.5714285714285714,1.0,False
F215,柑橘,2,中,2104.0,11.2,2.8,26.3,80,17.8,4.2,35,2.0,5,6.2,3,74.76,0.01322242064976158,0.9718392140003878,0.014938365349850623,1,中,0.9718392140003878,1,11.2,0.5984592501813267,0.5,0.7,0.9199999999999999,0.6456563062257954,0.9459594689067654,0.2631578947368421,0.7,True
F216,桃,2,中,1971.2,7.8,2.6,25.6,77,14.6,4.9,33,1.8,3,4.8,2,71.54,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,7.8,0.4847393401345575,0.2689414213699951,0.8166666666666668,1.0,0.47502081252106,0.9911505004882849,0.2777777777777778,0.8166666666666668,False
F217,苹果,0,低,1433.8,0.8,0.4,21.4,67,3.8,7.7,26,1.0,0,0.8,1,29.26,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.8,0.4041978802769577,0.07585818002124355,1.0,1.0,0.10909682119561294,0.8674284731834108,0.7142857142857143,1.0,False
F218,梨,3,高,2265.9,13.5,3.38,27.3,83,20.8,3.9,37,2.2,6,7.5,3,81.12,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,13.5,0.6508156639127641,0.6224593312018546,0.6499999999999999,0.8342857142857143,0.7772998611746911,0.8674284731834108,0.22831050228310504,0.6499999999999999,True
F219,柑橘,1,低,1686.3,3.9,1.3,23.1,73,9.5,5.7,30,1.5,1,2.9,2,54.15,0.9627856411543949,0.027960620984832905,0.0092537378607722,0,低,0.9627856411543949,0,3.9,0.4163731158108599,0.11920292202211755,0.9500000000000001,1.0,0.259225100817846,0.9911505004882849,0.4347826086956522,0.9500000000000001,False
F220,桃,1,低,1875.0,4.4,1.47,25.0,75,11.5,5.5,31,1.6,1,3.4,2,63.25,0.9658813527138941,0.024608649136700394,0.009509998149405556,0,低,0.9658813527138941,0,4.4,0.4106308657910466,0.11920292202211755,0.9166666666666666,1.0,0.31002551887238755,1.0,0.40485829959514175,0.9166666666666666,False
F221,苹果,1,中,1831.6,5.7,1.9,24.1,76,12.1,5.2,31,1.7,2,3.7,2,62.92,0.05511652339249832,0.8910483282595935,0.053835148347908326,1,中,0.8910483282595935,1,5.7,0.44058879390384537,0.18242552380635635,0.8666666666666667,1.0,0.3429895373265012,0.9977802450856064,0.3448275862068966,0.8666666666666667,False
F222,梨,3,高,2154.6,11.7,2.92,26.6,81,18.9,4.1,35,2.1,5,6.7,3,77.49,0.010656731584514677,0.030456386945197488,0.9588868814702879,2,高,0.9588868814702879,2,11.7,0.5900964814757944,0.5,0.6833333333333333,0.8885714285714286,0.700567142473973,0.9231163463866358,0.25510204081632654,0.6833333333333333,True
F223,柑橘,0,低,1372.8,0.7,0.35,20.8,66,3.0,7.8,26,1.0,0,0.7,1,23.4,0.9659843890364841,0.02461221067525955,0.009403400288256434,0,低,0.9659843890364841,0,0.7,0.4043237391826342,0.07585818002124355,1.0,1.0,0.10433122311900131,0.835270211411272,0.7407407407407407,1.0,False
F224,桃,0,低,1618.8,1.9,0.95,22.8,71,7.9,6.6,29,1.3,0,1.9,1,52.14,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,1.9,0.3987787794291071,0.07585818002124355,1.0,1.0,0.1750862681640398,0.9650691177896804,0.5128205128205129,1.0,False
F225,苹果,2,中,2054.0,9.3,2.33,26.0,79,16.0,4.6,34,1.9,4,5.3,3,73.6,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,9.3,0.5413783219307732,0.3775406687981454,0.7666666666666666,0.9714285714285714,0.5374298453437496,0.9650691177896804,0.3003003003003003,0.7666666666666666,False
F226,梨,1,低,1798.2,3.9,1.3,24.3,74,10.2,6.0,30,1.5,1,2.9,2,61.2,0.9705535565984498,0.020198219984171657,0.009248223417378522,0,低,0.9705535565984498,0,3.9,0.4237242339543429,0.11920292202211755,1.0,1.0,0.259225100817846,0.9977802450856064,0.4347826086956522,1.0,False
F227,柑橘,3,高,2310.0,14.9,2.98,27.5,84,21.4,3.7,37,2.3,7,7.9,4,79.18,0.009874639198468855,0.026063167694840513,0.9640621931066907,2,高,0.9640621931066907,2,14.9,0.7114722125582753,0.7310585786300049,0.6166666666666667,0.8171428571428572,0.8099984339846871,0.835270211411272,0.25125628140703515,0.6166666666666667,True
F228,桃,0,低,1511.1,1.4,0.7,21.9,69,5.3,7.1,28,1.2,0,1.4,1,37.63,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,1.4,0.40064347677342216,0.07585818002124355,1.0,1.0,0.14185106490048777,0.9231163463866358,0.5882352941176471,1.0,False
F229,苹果,3,高,2414.0,16.4,3.28,28.4,85,23.1,3.4,38,2.4,8,8.4,4,78.54,0.010036954609378543,0.021148485194153376,0.968814560196468,2,高,0.968814560196468,2,16.4,0.7491764447897936,0.8175744761936437,0.5666666666666667,0.7685714285714286,0.8455347349164652,0.8007374029168081,0.23364485981308414,0.5666666666666667,True
F230,梨,1,低,1684.8,3.4,1.13,23.4,72,8.6,6.3,29,1.4,1,2.4,2,54.18,0.9705535565984498,0.020198219984171657,0.009248223417378522,0,低,0.9705535565984498,0,3.4,0.42463385598879655,0.11920292202211755,1.0,1.0,0.2141650169574414,0.9801986733067553,0.4694835680751174,1.0,False
F231,柑橘,2,中,2012.4,7.7,2.57,25.8,78,14.9,4.8,33,1.8,3,4.7,2,71.52,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,7.7,0.4821209658423618,0.2689414213699951,0.7999999999999999,1.0,0.46257015465625045,0.9801986733067553,0.2801120448179272,0.7999999999999999,False
F232,桃,0,低,1371.5,0.6,0.3,21.1,65,2.6,7.9,25,0.9,0,0.6,1,20.54,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,0.6,0.4044622943546894,0.07585818002124355,1.0,1.0,0.09975048911968513,0.8007374029168081,0.7692307692307692,1.0,False
F233,苹果,1,低,1852.5,4.2,1.4,24.7,75,11.5,5.6,31,1.6,1,3.2,2,64.4,0.9660013007969916,0.02452213456105447,0.009476564641953813,0,低,0.9660013007969916,0,4.2,0.4135049669782723,0.11920292202211755,0.9333333333333332,1.0,0.28905049737499605,1.0,0.4166666666666667,0.9333333333333332,False
F234,梨,3,高,2299.1,13.6,3.4,27.7,83,21.1,3.8,37,2.2,6,7.6,3,80.18,0.009844017800235867,0.020790551261395868,0.9693654309383682,2,高,0.9693654309383682,2,13.6,0.6470383373313341,0.6224593312018546,0.6333333333333333,0.8257142857142856,0.7858349830425586,0.8674284731834108,0.22727272727272727,0.6333333333333333,True
F235,柑橘,0,低,1568.0,1.8,0.9,22.4,70,7.2,6.8,28,1.2,0,1.8,1,48.96,0.9659843890364841,0.02461221067525955,0.009403400288256434,0,低,0.9659843890364841,0,1.8,0.39876094343719803,0.07585818002124355,1.0,1.0,0.16798161486607552,0.9459594689067654,0.5263157894736842,1.0,False
F236,桃,2,中,2136.0,11.0,2.75,26.7,80,17.6,4.2,35,2.0,5,6.0,3,73.92,0.012712857040323135,0.97332315620019,0.013963986759486829,1,中,0.97332315620019,1,11.0,0.5995053333259792,0.5,0.7,0.9257142857142857,0.6224593312018546,0.9459594689067654,0.26666666666666666,0.7,True
F237,苹果,0,低,1502.8,1.2,0.6,22.1,68,5.0,7.2,27,1.1,0,1.2,1,36.0,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,1.2,0.40137584931152376,0.07585818002124355,1.0,1.0,0.13010847436299786,0.8968300597468688,0.625,1.0,False
F238,梨,2,中,1955.8,6.1,2.03,25.4,77,13.9,5.0,32,1.7,2,4.1,2,69.5,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,6.1,0.43500671619039133,0.18242552380635635,0.8333333333333334,1.0,0.38936076605077796,0.9911505004882849,0.33003300330033003,0.8333333333333334,False
F239,柑橘,1,低,1730.1,3.8,1.27,23.7,73,9.3,5.8,30,1.5,1,2.8,2,53.94,0.9627856411543949,0.027960620984832905,0.0092537378607722,0,低,0.9627856411543949,0,3.8,0.4189953194333782,0.11920292202211755,0.9666666666666667,1.0,0.24973989440488234,0.9911505004882849,0.44052863436123346,0.9666666666666667,False
F240,桃,3,高,2468.2,17.7,3.54,28.7,86,23.8,3.2,39,2.5,9,8.7,4,76.16,0.009929617984807609,0.021055163991916082,0.9690152180232763,2,高,0.9690152180232763,2,17.7,0.7792666481281342,0.8807970779778823,0.5333333333333334,0.7485714285714286,0.8641271029909058,0.7642281651714904,0.22026431718061673,0.5333333333333334,True
F241,苹果,2,中,2170.8,11.8,2.95,26.8,81,18.6,4.0,36,2.1,5,6.8,3,74.4,0.01577107931694024,0.9119561847567824,0.07227273592627728,1,中,0.9119561847567824,1,11.8,0.5889835915030274,0.5,0.6666666666666667,0.8971428571428571,0.7109495026250039,0.9231163463866358,0.2531645569620253,0.6666666666666667,True
F242,梨,0,低,1386.0,1.0,0.5,21.0,66,3.3,7.5,26,1.0,0,1.0,1,24.75,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,1.0,0.4012434715941533,0.07585818002124355,1.0,1.0,0.11920292202211755,0.835270211411272,0.6666666666666666,1.0,False
F243,柑橘,1,中,1837.5,5.6,1.87,24.5,75,12.3,5.3,31,1.6,2,3.6,2,65.19,0.04102482389582672,0.9182114304914317,0.04076374561274163,1,中,0.9182114304914317,1,5.6,0.4431891516389048,0.18242552380635635,0.8833333333333333,1.0,0.3318122278318339,1.0,0.3484320557491289,0.8833333333333333,False
F244,桃,0,低,1640.1,2.2,1.1,23.1,71,8.2,6.5,29,1.3,0,2.2,1,53.3,0.971064135368376,0.019539389075425823,0.009396475556198127,0,低,0.971064135368376,0,2.2,0.397255864280762,0.07585818002124355,1.0,1.0,0.19781611144141825,0.9650691177896804,0.47619047619047616,1.0,False
F245,苹果,3,高,2352.0,15.0,3.0,28.0,84,21.6,3.6,37,2.3,7,8.0,4,77.76,0.009987083016618792,0.021025061958576303,0.968987855024805,2,高,0.968987855024805,2,15.0,0.7081360834867284,0.7310585786300049,0.6000000000000001,0.8114285714285714,0.8175744761936437,0.835270211411272,0.25,0.6000000000000001,True
F246,梨,1,低,1768.6,3.6,1.2,23.9,74,9.5,6.1,30,1.5,1,2.6,2,57.95,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,3.6,0.4245455895842906,0.11920292202211755,1.0,1.0,0.23147521650098238,0.9977802450856064,0.45454545454545453,1.0,False
